HHID,ORIGIN_OF_TRIP,DESTINATION_OF_TRIP,TT_WALK,WALKABILITY_INDEX,TT_CYCLE,BIKEABILITY_INDEX,TT_PT,FARE_PT,WT_PT,AT_PT,AC_PT,TT_CAR,FC_CAR,PC_CAR,CC_CAR,INCOME,GENDER,AGE,CAR_OWNERSHIP,CHOSEN_MODE,AV_WALK,AV_CYCLE,AV_PT,AV_CAR
5918,3,4,32,22,29,18,42,5,7,7,4,11,3,2,2,90,0,55,1,4,1,1,1,1
5919,7,1,32,86,56,96,39,4,9,17,4,44,3,3,7,75,0,40,1,2,1,1,1,1
5920,6,1,18,23,40,13,15,3,13,12,2,11,2,3,4,19,1,34,1,1,1,1,1,1
5921,7,9,22,88,17,49,32,6,7,6,0,52,1,5,3,64,1,28,1,2,1,1,1,1
5922,4,4,26,45,30,47,19,2,12,14,3,17,3,5,9,47,0,39,1,1,1,1,1,1
5923,9,6,46,84,28,63,28,2,9,26,3,44,2,1,3,98,1,48,0,2,1,1,1,1
5924,9,4,24,13,60,70,39,3,3,14,5,31,3,4,9,81,0,70,1,1,1,1,1,1
5925,5,2,41,11,22,35,39,3,20,24,2,41,3,2,8,48,0,62,1,1,1,1,1,1
5926,6,5,32,81,41,15,18,5,13,5,1,52,1,5,5,52,0,23,1,1,1,1,1,1
5927,2,7,29,8,33,64,30,7,17,8,4,46,2,2,10,90,1,36,1,1,1,1,1,1
5928,5,5,57,51,37,36,58,5,3,18,2,55,1,1,2,14,0,66,0,2,1,1,1,1
5929,1,9,42,52,36,12,17,4,9,6,0,55,1,6,4,79,0,65,1,1,1,1,1,1
5930,6,7,19,28,55,96,30,5,9,22,5,24,3,7,7,36,0,21,0,1,1,1,1,1
5931,2,6,35,86,47,3,43,1,14,9,0,47,1,7,6,100,1,45,1,2,1,1,1,1
5932,9,8,53,8,43,100,53,5,4,14,2,14,3,6,7,15,1,39,1,2,1,1,1,1
5933,3,9,18,60,14,70,44,3,13,14,3,33,2,5,2,50,1,20,0,2,1,1,1,1
5934,4,3,19,68,51,1,17,5,3,24,1,27,2,4,9,93,1,45,0,1,1,1,1,1
5935,2,8,23,55,44,82,27,4,16,18,0,42,2,4,2,82,1,43,1,1,1,1,1,1
5936,6,1,39,80,32,45,42,4,11,27,0,15,1,5,9,37,1,59,1,1,1,1,1,1
5937,1,1,44,72,43,61,37,3,15,5,3,60,3,7,3,23,1,21,1,1,1,1,1,1
5938,5,1,53,9,10,79,22,4,10,21,5,47,3,4,4,46,1,50,1,2,1,1,1,1
5939,4,4,23,63,16,41,12,6,7,12,1,28,3,2,3,69,1,47,1,1,1,1,1,1
5940,4,4,51,86,28,14,41,4,5,9,4,28,1,6,9,85,0,27,1,2,1,1,1,1
5941,4,2,32,72,37,81,48,7,12,27,1,31,1,4,2,68,0,34,0,1,1,1,1,1
5942,5,9,10,85,10,21,12,4,15,21,0,46,1,7,10,72,1,56,1,1,1,1,1,1
5943,6,6,23,16,59,30,39,1,16,7,3,19,2,3,9,88,1,61,1,4,1,1,1,1
5944,6,7,28,94,11,86,41,2,20,16,4,26,2,8,10,17,1,37,0,2,1,1,1,1
5945,3,6,31,13,10,74,42,6,6,7,0,34,3,8,10,49,0,39,1,2,1,1,1,1
5946,5,7,46,37,37,38,15,1,13,6,0,23,3,4,4,37,0,34,0,3,1,1,1,1
5947,3,3,56,68,50,87,32,5,11,5,3,13,1,8,7,29,1,46,1,2,1,1,1,1
5948,8,7,17,30,38,3,28,2,12,8,2,41,3,8,6,63,1,56,0,1,1,1,1,1
5949,5,4,50,56,55,22,19,2,13,27,5,34,2,2,7,24,1,59,1,4,1,1,1,1
5950,5,8,45,8,41,96,17,1,14,26,1,54,1,3,3,49,1,20,1,3,1,1,1,1
5951,5,8,24,41,40,46,37,2,19,13,0,10,2,3,4,46,0,57,1,4,1,1,1,1
5952,6,3,37,48,23,45,32,5,12,10,3,28,2,2,7,51,0,29,1,2,1,1,1,1
5953,8,8,12,51,54,82,45,3,7,10,0,47,1,5,9,96,0,48,0,1,1,1,1,1
5954,2,2,28,17,50,71,12,6,7,18,4,26,2,3,8,17,0,57,0,1,1,1,1,1
5955,7,3,39,57,49,48,46,4,15,21,3,36,1,1,3,52,0,53,0,1,1,1,1,1
5956,2,6,18,17,29,79,23,6,6,18,5,23,3,3,9,18,1,27,1,1,1,1,1,1
5957,1,7,37,44,30,61,11,3,20,9,1,20,2,6,10,27,0,40,1,1,1,1,1,1
5958,1,7,46,62,38,61,36,7,12,30,1,52,3,3,6,41,1,28,0,2,1,1,1,1
5959,8,8,55,72,50,78,47,3,14,9,0,17,3,4,4,15,1,53,0,2,1,1,1,1
5960,9,2,35,92,17,42,51,4,12,5,0,24,2,4,9,42,1,20,0,2,1,1,1,1
5961,6,8,60,60,26,1,18,6,9,30,2,31,1,7,3,10,1,41,0,2,1,1,1,1
5962,5,4,15,14,13,99,58,3,11,20,5,26,3,4,5,71,1,21,1,2,1,1,1,1
5963,5,5,44,4,33,25,45,7,19,9,0,55,1,3,9,88,1,32,0,2,1,1,1,1
5964,2,5,44,22,27,38,15,3,9,25,0,33,1,2,8,30,0,58,0,1,1,1,1,1
5965,9,1,21,39,34,38,53,4,15,19,5,55,1,6,4,13,0,25,1,1,1,1,1,1
5966,2,9,23,45,22,17,32,2,11,17,2,23,3,5,10,73,1,30,1,2,1,1,1,1
5967,6,6,32,31,12,7,30,3,5,18,3,16,2,7,9,66,1,52,0,2,1,1,1,1
5968,6,8,54,89,34,22,39,5,5,5,3,50,1,4,2,48,1,43,0,1,1,1,1,1
5969,4,3,53,70,58,74,30,7,18,10,4,27,3,3,10,22,1,64,0,2,1,1,1,1
5970,3,7,48,19,55,24,24,6,17,29,3,59,2,1,7,35,1,48,1,2,1,1,1,1
5971,2,3,29,81,44,6,50,1,6,7,0,35,1,5,2,55,0,65,0,1,1,1,1,1
5972,3,3,54,38,54,3,59,6,10,20,0,28,1,6,3,34,1,63,1,4,1,1,1,1
5973,4,6,60,75,39,25,53,1,12,22,0,55,1,1,10,50,0,26,0,2,1,1,1,1
5974,2,7,21,20,50,32,50,5,3,14,1,44,2,7,2,92,0,43,0,1,1,1,1,1
5975,6,3,49,63,31,6,48,1,13,29,2,32,2,5,8,65,1,54,1,2,1,1,1,1
5976,4,8,31,69,42,80,44,7,3,17,5,42,3,3,6,11,1,24,1,1,1,1,1,1
5977,8,3,40,44,35,19,56,4,10,26,3,35,1,3,7,71,1,21,1,4,1,1,1,1
5978,1,8,21,34,48,87,55,7,19,29,2,13,3,1,7,17,0,34,0,1,1,1,1,1
5979,6,4,60,57,29,63,25,5,14,17,1,58,3,8,6,82,0,41,0,2,1,1,1,1
5980,3,1,55,66,45,72,57,2,3,22,4,47,2,7,6,69,1,18,0,2,1,1,1,1
5981,7,4,33,15,54,7,11,7,5,9,4,48,1,8,10,20,1,46,1,1,1,1,1,1
5982,1,3,14,39,45,98,48,6,16,25,5,13,3,5,8,91,0,37,0,1,1,1,1,1
5983,8,2,49,42,17,97,25,1,17,24,1,32,1,3,9,12,1,65,1,2,1,1,1,1
5984,4,7,29,39,56,97,23,6,9,29,3,11,3,6,8,43,1,61,0,4,1,1,1,1
5985,1,9,44,60,22,95,50,2,9,26,2,11,2,3,3,39,1,70,1,2,1,1,1,1
5986,4,3,27,59,43,86,13,7,8,28,2,23,3,2,9,39,0,61,0,1,1,1,1,1
5987,3,6,48,11,54,37,38,2,9,29,3,33,3,7,7,96,0,65,0,2,1,1,1,1
5988,1,2,59,69,39,90,22,6,5,26,0,11,1,1,4,22,1,52,1,4,1,1,1,1
5989,4,5,46,94,19,15,46,5,3,14,5,36,1,1,4,34,0,51,1,1,1,1,1,1
5990,8,2,36,31,34,9,25,2,7,25,5,37,3,3,3,12,1,37,1,2,1,1,1,1
5991,7,2,41,62,43,21,45,5,16,8,1,36,3,7,2,24,0,64,0,1,1,1,1,1
5992,5,5,48,8,42,73,26,7,20,16,0,20,3,6,3,16,0,50,1,4,1,1,1,1
5993,5,7,32,68,21,61,19,6,2,10,5,56,3,4,6,71,1,21,1,1,1,1,1,1
5994,9,6,51,94,23,1,36,1,15,18,4,42,3,8,10,65,0,65,1,2,1,1,1,1
5995,3,6,20,15,36,27,57,5,5,17,4,16,1,6,9,51,1,26,0,4,1,1,1,1
5996,1,1,50,26,39,27,48,7,10,7,4,15,2,3,6,82,0,62,0,4,1,1,1,1
5997,8,6,57,33,56,38,36,6,18,25,2,56,1,4,2,100,1,43,0,1,1,1,1,1
5998,7,2,49,36,50,2,28,2,11,11,3,28,2,4,5,67,0,24,1,2,1,1,1,1
5999,8,9,45,8,16,43,46,5,8,24,5,51,2,3,4,73,0,52,0,2,1,1,1,1
6000,1,9,58,28,18,48,15,6,17,27,0,25,1,8,4,13,0,70,0,2,1,1,1,1
6001,9,8,27,17,56,92,17,5,7,27,0,29,2,1,2,80,1,46,1,2,1,1,1,1
6002,1,7,10,43,36,13,55,5,18,23,5,55,2,6,7,57,0,30,1,1,1,1,1,1
6003,3,9,23,25,56,95,47,6,10,19,5,29,1,4,3,41,0,48,1,2,1,1,1,1
6004,8,9,58,70,49,10,57,2,5,18,5,55,1,5,3,48,1,46,1,2,1,1,1,1
6005,4,4,59,59,27,9,13,4,5,19,3,43,1,2,4,57,0,28,0,2,1,1,1,1
6006,9,8,42,67,60,49,19,7,12,28,4,25,2,2,3,46,0,63,1,4,1,1,1,1
6007,1,1,49,92,27,42,22,7,13,24,0,14,3,3,10,75,1,30,1,2,1,1,1,1
6008,5,1,35,12,15,74,24,6,18,8,2,10,2,6,5,59,0,53,0,2,1,1,1,1
6009,5,6,12,91,57,22,33,2,3,30,4,44,3,3,6,61,1,33,1,1,1,1,1,1
6010,9,2,12,72,50,14,29,5,14,20,3,34,1,7,4,100,1,49,0,4,1,1,1,1
6011,8,1,48,34,25,97,52,4,12,11,1,50,1,7,10,77,0,32,1,2,1,1,1,1
6012,4,8,37,61,55,85,56,6,6,11,4,35,1,8,9,63,0,68,1,2,1,1,1,1
6013,4,3,50,71,27,71,51,6,9,19,2,39,2,7,7,76,1,19,0,2,1,1,1,1
6014,1,6,52,61,53,21,10,2,12,27,3,27,1,2,7,67,1,45,1,3,1,1,1,1
6015,2,4,21,33,31,85,13,5,6,17,4,43,1,1,8,34,1,22,0,1,1,1,1,1
6016,4,4,54,81,28,86,35,6,10,17,5,12,3,2,9,97,0,19,0,4,1,1,1,1
6017,9,1,35,57,18,2,47,7,13,7,1,30,3,1,4,29,0,28,0,1,1,1,1,1
6018,7,3,39,70,13,73,27,2,5,27,2,32,1,6,7,49,1,36,1,4,1,1,1,1
6019,1,7,33,96,22,40,45,2,5,19,1,19,3,2,2,73,1,34,0,1,1,1,1,1
6020,7,4,37,75,50,11,14,1,9,17,1,56,2,3,8,67,1,49,0,2,1,1,1,1
6021,8,4,12,64,42,29,48,2,12,7,1,41,2,3,9,50,1,67,0,1,1,1,1,1
6022,8,9,10,10,25,5,38,3,3,17,2,48,3,1,6,83,0,63,1,1,1,1,1,1
6023,2,1,42,92,30,32,40,3,7,23,4,27,2,6,10,47,1,56,1,1,1,1,1,1
6024,1,3,18,7,24,67,11,5,8,29,5,48,3,1,4,42,1,47,1,1,1,1,1,1
6025,3,9,48,92,43,49,60,5,3,17,0,50,2,3,8,72,1,23,1,1,1,1,1,1
6026,9,4,34,84,51,88,17,2,4,29,4,22,2,2,3,36,1,20,0,1,1,1,1,1
6027,9,6,60,26,46,24,55,6,2,8,2,22,2,6,7,100,1,24,0,4,1,1,1,1
6028,1,3,48,43,20,39,12,6,18,24,0,40,2,7,8,71,0,53,0,2,1,1,1,1
6029,4,5,46,74,46,38,23,2,9,20,5,21,1,8,5,79,1,54,0,4,1,1,1,1
6030,7,1,24,94,49,21,56,3,6,17,0,25,1,3,7,69,1,28,1,1,1,1,1,1
6031,2,8,51,81,58,72,35,7,7,18,2,10,2,2,5,56,0,33,1,4,1,1,1,1
6032,5,2,13,95,59,81,59,4,7,14,1,44,3,4,9,83,1,35,1,1,1,1,1,1
6033,9,2,19,4,46,41,31,7,8,17,2,32,3,2,5,36,1,40,1,4,1,1,1,1
6034,1,9,25,32,43,77,11,2,10,22,4,44,3,6,4,38,1,20,0,1,1,1,1,1
6035,6,5,23,25,28,77,26,1,18,8,5,31,3,7,7,63,1,35,1,1,1,1,1,1
6036,8,9,40,71,24,60,52,2,17,10,5,44,2,4,2,100,1,28,1,2,1,1,1,1
6037,7,6,14,94,27,52,25,4,19,19,0,44,1,4,4,81,0,45,1,2,1,1,1,1
6038,5,5,24,11,14,61,48,5,9,29,3,13,3,5,2,83,0,48,0,2,1,1,1,1
6039,8,1,26,43,11,54,26,3,14,30,1,43,3,3,7,72,1,65,0,2,1,1,1,1
6040,5,3,14,9,21,63,50,2,3,6,2,31,1,5,10,97,0,48,1,1,1,1,1,1
6041,8,4,39,50,17,53,11,3,7,26,0,51,3,6,10,71,1,55,0,2,1,1,1,1
6042,7,8,48,94,21,8,24,6,9,27,4,38,1,2,10,71,1,60,0,1,1,1,1,1
6043,2,6,32,58,36,77,34,5,5,5,3,59,3,2,4,80,1,29,1,1,1,1,1,1
6044,4,5,58,64,11,82,59,1,10,25,2,39,3,3,9,97,1,20,1,2,1,1,1,1
6045,5,6,18,30,44,95,26,5,4,20,2,12,1,8,2,51,1,60,0,1,1,1,1,1
6046,9,6,23,46,12,56,24,4,4,21,4,43,1,7,6,31,0,46,0,2,1,1,1,1
6047,2,9,60,27,50,44,12,5,19,8,1,43,1,3,9,16,0,29,0,4,1,1,1,1
6048,7,1,33,67,59,43,44,4,10,9,5,17,3,8,6,67,0,18,1,1,1,1,1,1
6049,2,2,20,82,24,99,15,2,4,14,4,58,2,8,8,16,1,39,0,2,1,1,1,1
6050,2,1,36,12,41,11,10,3,20,19,3,60,1,4,8,77,0,69,1,2,1,1,1,1
6051,6,4,24,95,41,8,47,2,15,14,5,34,1,7,2,76,0,66,1,4,1,1,1,1
6052,7,5,59,31,19,52,43,7,8,15,0,52,2,8,2,28,1,51,1,2,1,1,1,1
6053,7,8,57,21,17,40,20,4,4,22,5,60,1,5,10,18,1,63,1,2,1,1,1,1
6054,8,3,35,89,21,11,51,6,8,29,2,41,3,6,9,63,0,48,1,2,1,1,1,1
6055,7,7,26,34,55,32,48,3,11,15,2,36,2,4,9,62,0,33,0,1,1,1,1,1
6056,7,6,26,35,20,40,17,7,13,26,2,55,1,7,5,89,1,70,1,2,1,1,1,1
6057,1,1,52,12,24,37,14,3,12,7,1,54,2,2,3,74,0,43,0,2,1,1,1,1
6058,2,9,38,77,48,24,32,2,4,27,1,41,2,8,10,90,0,67,0,2,1,1,1,1
6059,1,8,39,1,13,66,16,6,17,20,4,43,1,1,9,19,0,49,1,2,1,1,1,1
6060,8,6,22,52,28,1,30,6,3,5,4,51,1,2,6,32,1,29,0,1,1,1,1,1
6061,8,4,21,9,50,69,25,2,11,13,0,40,1,6,7,67,0,56,0,3,1,1,1,1
6062,2,8,59,58,29,44,25,3,8,29,3,16,1,8,5,37,0,20,1,2,1,1,1,1
6063,5,7,15,65,47,73,22,2,15,9,4,17,3,1,7,86,0,66,0,1,1,1,1,1
6064,4,4,38,92,26,16,27,5,6,22,5,53,2,5,6,16,0,28,0,2,1,1,1,1
6065,2,5,21,58,51,58,29,4,3,26,3,11,2,2,8,64,1,70,1,4,1,1,1,1
6066,9,8,35,65,54,2,13,2,4,27,4,32,1,5,7,51,0,29,1,4,1,1,1,1
6067,8,1,24,15,33,39,31,5,12,29,2,17,1,3,4,70,0,58,1,4,1,1,1,1
6068,5,5,27,84,16,38,48,5,2,5,4,40,3,6,6,10,1,48,0,2,1,1,1,1
6069,5,6,30,83,22,51,14,2,4,10,4,49,2,5,3,89,0,41,0,1,1,1,1,1
6070,1,7,32,74,16,71,55,2,5,25,5,50,3,7,8,82,1,52,1,2,1,1,1,1
6071,8,6,16,69,54,100,17,5,2,10,3,25,1,4,8,44,0,64,0,1,1,1,1,1
6072,7,9,48,86,53,43,29,6,3,28,4,44,2,6,6,66,0,37,0,2,1,1,1,1
6073,5,9,20,63,27,100,30,6,17,22,1,58,1,4,8,65,0,29,0,2,1,1,1,1
6074,1,6,14,26,29,12,29,2,20,9,4,19,2,4,2,69,0,25,1,4,1,1,1,1
6075,8,7,35,15,37,99,56,1,7,11,1,53,3,8,10,75,0,43,0,3,1,1,1,1
6076,8,6,40,51,49,16,60,2,3,22,3,40,3,3,6,66,0,65,0,1,1,1,1,1
6077,3,8,57,45,14,5,49,7,14,18,4,53,2,7,8,29,0,55,1,2,1,1,1,1
6078,5,2,37,60,41,38,53,2,20,29,4,57,2,6,2,40,0,27,1,1,1,1,1,1
6079,1,1,26,25,52,97,55,6,9,29,1,47,1,5,10,72,1,25,1,1,1,1,1,1
6080,5,8,37,77,55,75,27,7,13,5,5,24,3,7,9,87,1,49,0,1,1,1,1,1
6081,7,9,39,100,12,9,60,3,19,21,2,35,1,5,5,31,1,51,0,1,1,1,1,1
6082,7,4,56,91,58,6,54,1,2,24,2,42,1,5,10,15,0,63,0,3,1,1,1,1
6083,9,1,45,23,23,43,40,2,12,22,5,37,3,6,3,68,0,39,1,1,1,1,1,1
6084,7,9,14,67,15,97,33,3,18,20,0,24,2,7,6,57,1,56,1,1,1,1,1,1
6085,6,3,19,30,57,64,17,6,15,6,4,34,2,1,8,38,1,62,1,2,1,1,1,1
6086,7,9,50,80,57,13,18,7,3,28,0,23,2,2,2,92,1,45,0,1,1,1,1,1
6087,1,9,38,39,50,87,36,4,20,8,1,14,3,5,5,41,1,58,1,4,1,1,1,1
6088,7,5,19,52,28,77,34,3,12,11,0,15,3,3,4,68,1,31,1,4,1,1,1,1
6089,3,4,12,81,57,76,17,5,16,9,5,31,3,7,2,87,1,34,0,1,1,1,1,1
6090,6,3,35,15,10,79,29,3,15,16,3,29,2,7,9,25,0,64,1,2,1,1,1,1
6091,2,3,18,87,30,31,25,4,3,18,2,23,2,4,9,33,0,57,1,1,1,1,1,1
6092,8,2,16,23,48,72,17,4,12,19,1,56,2,3,6,12,1,37,1,1,1,1,1,1
6093,6,7,54,74,13,51,24,4,13,12,4,38,2,8,7,25,1,56,1,2,1,1,1,1
6094,2,3,12,91,43,80,22,5,17,13,5,57,2,8,5,97,0,32,0,1,1,1,1,1
6095,1,4,25,68,53,54,33,5,14,27,0,41,1,1,3,98,1,63,1,1,1,1,1,1
6096,1,5,11,93,47,43,43,1,15,25,1,25,3,7,5,43,1,56,1,1,1,1,1,1
6097,1,4,23,17,21,13,32,7,11,5,2,53,1,1,6,60,0,69,0,1,1,1,1,1
6098,6,9,53,74,16,27,31,4,16,12,3,36,3,4,6,47,0,51,1,2,1,1,1,1
6099,2,4,45,16,43,32,47,3,7,28,3,40,2,4,5,15,0,41,1,1,1,1,1,1
6100,9,6,23,13,40,50,57,1,15,19,5,56,3,8,6,61,0,60,1,1,1,1,1,1
6101,9,5,18,44,55,44,10,3,4,18,5,51,2,7,4,68,1,63,1,1,1,1,1,1
6102,9,9,46,61,29,28,40,5,19,10,4,32,2,6,7,74,0,49,0,2,1,1,1,1
6103,3,7,17,97,29,13,33,4,13,26,5,24,1,2,4,85,0,52,1,1,1,1,1,1
6104,6,7,53,25,49,19,24,4,16,28,4,14,2,4,8,76,0,50,1,4,1,1,1,1
6105,5,7,28,48,54,89,15,4,18,20,1,37,3,5,7,25,0,37,0,1,1,1,1,1
6106,3,3,45,91,53,20,55,4,19,17,2,49,1,6,10,40,0,19,1,2,1,1,1,1
6107,8,2,49,43,50,23,36,4,16,22,2,35,1,2,5,19,1,24,0,4,1,1,1,1
6108,3,4,34,32,13,40,25,7,10,14,0,15,2,7,5,48,1,59,1,1,1,1,1,1
6109,8,2,52,8,57,58,24,3,5,11,5,57,3,6,7,16,1,55,0,3,1,1,1,1
6110,8,9,51,3,12,71,40,6,13,16,2,18,1,1,10,27,0,52,1,2,1,1,1,1
6111,6,1,34,13,32,90,40,3,2,25,0,30,1,5,6,64,0,70,1,4,1,1,1,1
6112,7,9,13,54,25,60,10,6,3,28,2,58,2,2,6,79,0,50,1,1,1,1,1,1
6113,9,6,18,67,34,46,19,3,9,7,1,38,1,1,2,38,0,70,0,1,1,1,1,1
6114,4,7,25,26,35,84,40,4,5,15,3,47,2,2,8,85,1,44,0,2,1,1,1,1
6115,8,7,10,7,25,33,35,5,3,15,0,38,3,4,4,46,1,30,1,1,1,1,1,1
6116,1,4,24,91,43,57,40,4,5,16,4,41,3,2,3,31,1,40,0,1,1,1,1,1
6117,5,7,27,76,30,3,18,6,14,24,0,35,1,1,9,56,0,45,0,1,1,1,1,1
6118,1,9,52,61,16,31,32,2,12,27,4,60,3,2,3,12,0,30,0,2,1,1,1,1
6119,6,5,16,75,59,80,39,1,15,24,0,53,1,7,8,86,0,66,0,1,1,1,1,1
6120,2,1,52,19,16,3,40,7,4,11,4,17,3,7,5,88,1,28,0,2,1,1,1,1
6121,7,7,59,33,41,37,54,1,18,9,3,20,2,2,10,25,0,62,0,4,1,1,1,1
6122,3,1,45,74,45,20,33,5,11,30,0,15,3,5,3,13,0,38,0,1,1,1,1,1
6123,2,2,17,21,58,74,59,7,20,20,3,60,3,1,10,11,0,35,0,1,1,1,1,1
6124,2,5,29,20,56,68,34,1,7,6,5,14,1,5,4,51,1,22,1,4,1,1,1,1
6125,1,9,52,69,48,82,41,6,16,24,3,34,1,7,10,31,1,63,1,4,1,1,1,1
6126,8,4,42,84,55,28,31,2,20,29,2,16,1,7,3,53,1,44,0,4,1,1,1,1
6127,9,6,26,76,15,52,54,4,17,12,0,60,1,8,4,27,0,53,0,2,1,1,1,1
6128,4,8,12,44,15,64,33,6,5,23,4,14,1,1,10,86,1,33,1,4,1,1,1,1
6129,1,5,42,60,53,21,44,1,15,22,0,21,1,2,6,97,0,54,0,4,1,1,1,1
6130,6,4,30,20,38,86,23,1,18,6,5,19,2,1,3,53,1,41,0,1,1,1,1,1
6131,3,4,14,77,40,69,17,6,18,27,0,49,1,8,7,47,0,63,0,1,1,1,1,1
6132,9,1,35,98,49,49,45,3,12,18,1,56,3,1,2,26,0,22,0,4,1,1,1,1
6133,5,8,14,64,29,5,55,5,13,5,1,11,1,1,7,68,1,63,1,4,1,1,1,1
6134,6,8,23,59,37,43,53,2,4,14,4,14,1,2,3,92,1,35,1,4,1,1,1,1
6135,4,7,13,87,51,100,17,4,8,14,3,24,1,3,7,13,0,63,0,1,1,1,1,1
6136,4,9,18,56,16,78,20,5,9,18,2,49,2,7,7,96,1,67,1,2,1,1,1,1
6137,2,8,25,44,35,62,47,4,5,17,4,46,1,3,7,78,0,49,1,2,1,1,1,1
6138,1,7,39,45,16,61,28,5,20,6,1,32,2,8,6,46,1,51,1,1,1,1,1,1
6139,3,8,28,63,18,2,29,6,13,22,2,37,3,7,2,80,0,38,0,1,1,1,1,1
6140,8,8,20,85,13,45,17,1,11,6,3,21,3,5,5,18,1,36,1,1,1,1,1,1
6141,2,7,52,21,44,25,59,4,20,7,5,60,3,5,6,35,1,34,1,2,1,1,1,1
6142,3,9,18,84,48,73,57,7,14,28,0,11,1,3,3,92,0,28,1,1,1,1,1,1
6143,5,3,46,43,20,55,54,1,18,19,3,38,2,6,2,91,0,67,0,2,1,1,1,1
6144,8,2,59,57,54,66,40,4,16,15,1,54,1,5,9,29,1,22,1,2,1,1,1,1
6145,8,8,53,10,54,15,21,6,8,9,0,38,2,7,3,96,0,63,1,1,1,1,1,1
6146,1,6,35,57,35,85,31,4,14,28,5,59,2,1,6,58,0,38,1,1,1,1,1,1
6147,7,5,19,13,32,83,10,2,16,17,4,32,2,1,10,41,1,44,0,1,1,1,1,1
6148,1,8,12,97,53,29,17,5,16,16,5,39,1,4,9,48,0,52,1,1,1,1,1,1
6149,8,5,20,51,30,56,36,5,5,8,0,57,2,4,8,62,0,50,0,1,1,1,1,1
6150,5,8,48,49,49,78,41,5,3,28,2,57,3,4,6,27,0,52,0,2,1,1,1,1
6151,5,5,28,97,52,16,52,3,15,25,3,15,3,1,4,71,1,67,1,4,1,1,1,1
6152,1,8,25,90,24,7,14,7,14,26,2,42,3,8,6,54,1,18,1,1,1,1,1,1
6153,5,3,57,36,31,1,23,2,2,10,5,22,1,3,6,61,1,55,0,2,1,1,1,1
6154,5,6,43,69,53,84,48,1,20,12,4,15,3,5,10,69,1,66,0,4,1,1,1,1
6155,6,1,34,46,19,71,35,6,11,16,4,14,2,2,2,37,0,23,0,1,1,1,1,1
6156,2,4,33,64,46,95,30,5,20,8,5,21,1,4,4,95,1,44,0,4,1,1,1,1
6157,8,7,48,15,15,28,52,7,3,9,0,13,2,1,9,98,1,69,1,2,1,1,1,1
6158,4,5,24,64,57,45,41,1,13,6,0,47,2,5,5,54,1,39,1,1,1,1,1,1
6159,4,7,31,46,30,43,30,6,11,24,2,32,1,8,4,70,0,53,0,1,1,1,1,1
6160,7,3,38,26,46,30,40,6,6,6,3,19,3,8,5,10,1,48,1,1,1,1,1,1
6161,5,3,30,65,19,63,20,6,12,28,3,21,3,2,2,56,0,50,0,4,1,1,1,1
6162,8,3,33,42,39,1,22,4,9,20,3,45,2,5,7,18,1,21,1,2,1,1,1,1
6163,5,3,41,51,48,9,35,7,16,17,4,59,1,8,10,67,1,37,1,1,1,1,1,1
6164,5,5,59,66,34,49,42,3,2,15,1,33,3,4,3,94,1,64,0,2,1,1,1,1
6165,8,8,37,54,20,88,21,4,9,11,3,48,1,3,7,87,1,54,0,2,1,1,1,1
6166,2,7,37,1,12,16,32,7,19,23,1,43,2,1,8,33,1,60,0,1,1,1,1,1
6167,8,5,32,19,16,89,17,6,8,27,3,59,1,2,3,63,0,64,0,2,1,1,1,1
6168,7,7,39,53,44,30,43,1,14,6,2,28,3,7,2,82,0,49,1,1,1,1,1,1
6169,6,9,51,41,23,94,56,7,6,11,0,32,1,4,8,35,1,62,1,2,1,1,1,1
6170,7,6,12,62,39,37,48,4,4,28,0,15,3,7,4,74,0,29,0,1,1,1,1,1
6171,8,2,40,65,29,69,44,5,2,12,4,48,3,1,4,58,0,29,0,1,1,1,1,1
6172,4,1,48,47,38,50,12,5,2,7,1,24,2,3,9,95,1,33,1,2,1,1,1,1
6173,9,6,35,68,41,69,15,2,4,12,1,22,3,3,9,18,0,68,0,3,1,1,1,1
6174,7,9,24,87,10,93,47,1,8,19,0,10,1,8,6,71,1,39,1,4,1,1,1,1
6175,9,2,44,38,53,22,50,6,4,18,2,15,1,5,2,99,1,42,1,4,1,1,1,1
6176,2,9,29,50,20,34,35,4,9,22,5,21,2,8,10,21,1,20,0,2,1,1,1,1
6177,2,1,44,58,46,91,45,3,8,26,3,26,2,3,9,74,0,48,1,4,1,1,1,1
6178,5,4,25,17,36,63,16,3,4,22,3,41,1,4,7,80,0,20,1,3,1,1,1,1
6179,4,7,29,4,47,30,20,6,18,16,3,40,2,6,6,33,1,63,0,4,1,1,1,1
6180,2,6,30,37,44,64,45,5,13,11,0,15,3,5,5,97,0,50,1,4,1,1,1,1
6181,4,8,30,35,14,79,27,7,18,7,2,36,1,4,10,83,1,24,0,2,1,1,1,1
6182,8,4,43,60,56,17,57,7,20,30,3,44,1,6,9,69,1,41,0,1,1,1,1,1
6183,1,4,17,57,50,19,29,5,6,12,2,27,1,7,3,29,1,66,1,4,1,1,1,1
6184,4,8,11,19,17,86,47,3,9,17,0,34,1,3,3,97,0,60,0,2,1,1,1,1
6185,3,1,51,12,27,49,26,5,18,18,4,33,2,4,8,97,0,63,1,2,1,1,1,1
6186,5,6,31,42,58,97,29,2,3,9,1,24,2,8,9,99,1,64,1,1,1,1,1,1
6187,5,8,44,48,18,38,49,6,2,21,2,31,1,4,2,90,1,69,0,2,1,1,1,1
